"","pay","algorithm","sdev","n","s","rep"
"589",25,1,"0.05",10,10,29
"590",101,2,"0.05",10,10,29
"591",169,3,"0.05",10,10,29
"592",25,1,"0.1",10,10,29
"593",140,2,"0.1",10,10,29
"594",169,3,"0.1",10,10,29
"595",78.9132524856486,1,"0.5",10,10,29
"596",140.021469608186,2,"0.5",10,10,29
"597",214,3,"0.5",10,10,29
"598",84.1747917542651,1,"1",10,10,29
"599",144.046912358884,2,"1",10,10,29
"600",214.001974602555,3,"1",10,10,29
"601",48.5320180584484,1,"2",10,10,29
"602",217.18051063605,2,"2",10,10,29
"603",99.1849533436351,3,"2",10,10,29
"604",213.879052305131,1,"5",10,10,29
"605",237.287960871212,2,"5",10,10,29
"606",171.62369596469,3,"5",10,10,29
"607",260.307168203141,1,"10",10,10,29
"608",260.307168203141,2,"10",10,10,29
"609",199.765537945343,3,"10",10,10,29
"610",22,1,"0.05",10,10,30
"611",14,2,"0.05",10,10,30
"612",74,3,"0.05",10,10,30
"613",12,1,"0.1",10,10,30
"614",33,2,"0.1",10,10,30
"615",48,3,"0.1",10,10,30
"616",9.0370399097278,1,"0.5",10,10,30
"617",31.5187181865708,2,"0.5",10,10,30
"618",113,3,"0.5",10,10,30
"619",13.8050376773998,1,"1",10,10,30
"620",25.5328112650971,2,"1",10,10,30
"621",102.769797152751,3,"1",10,10,30
"622",30.3613360476098,1,"2",10,10,30
"623",67.7311769371123,2,"2",10,10,30
"624",100.000000900281,3,"2",10,10,30
"625",106.251036387846,1,"5",10,10,30
"626",114.868414113889,2,"5",10,10,30
"627",108.066665471554,3,"5",10,10,30
"628",150.978854139949,1,"10",10,10,30
"629",152.913415577874,2,"10",10,10,30
"630",114.153769389199,3,"10",10,10,30
"631",6,1,"0.05",10,10,31
"632",42,2,"0.05",10,10,31
"633",35,3,"0.05",10,10,31
"634",6,1,"0.1",10,10,31
"635",23,2,"0.1",10,10,31
"636",48,3,"0.1",10,10,31
"637",6.40614210727785,1,"0.5",10,10,31
"638",43.7776743209749,2,"0.5",10,10,31
"639",26.9270171436442,3,"0.5",10,10,31
"640",42.7543985842122,1,"1",10,10,31
"641",62.3497526911537,2,"1",10,10,31
"642",63.5136931255327,3,"1",10,10,31
"643",42.1646356840881,1,"2",10,10,31
"644",66.8490649378944,2,"2",10,10,31
"645",49.5642618624337,3,"2",10,10,31
"646",94.1065363144049,1,"5",10,10,31
"647",97.6011974006855,2,"5",10,10,31
"648",97.9445997272235,3,"5",10,10,31
"649",102.077516858023,1,"10",10,10,31
"650",113.36671002089,2,"10",10,10,31
"651",77.2197739541661,3,"10",10,10,31
"652",36,1,"0.05",10,10,32
"653",117,2,"0.05",10,10,32
"654",110,3,"0.05",10,10,32
"655",36,1,"0.1",10,10,32
"656",144,2,"0.1",10,10,32
"657",180,3,"0.1",10,10,32
"658",17.0074075054185,1,"0.5",10,10,32
"659",12.01275061831,2,"0.5",10,10,32
"660",151.270715966403,3,"0.5",10,10,32
"661",61.4416344113397,1,"1",10,10,32
"662",40.366448987176,2,"1",10,10,32
"663",145.772842409411,3,"1",10,10,32
"664",80.2318745934,1,"2",10,10,32
"665",144.286948521868,2,"2",10,10,32
"666",158.590060928788,3,"2",10,10,32
"667",152.489564391945,1,"5",10,10,32
"668",198.745659117379,2,"5",10,10,32
"669",72.6074805586226,3,"5",10,10,32
"670",197.932946790388,1,"10",10,10,32
"671",240.373421380016,2,"10",10,10,32
